superfam,fam,subfam,supergen,gen,spe,plant_ord,plant_fam,plant_subfam,plant_tri,plant_gen,plant_spe
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,キシタアゲハ族(ジャコウアゲハ族),ジャコウアゲハ属,ジャコウアゲハ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,マルバウマノスズクサ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,キシタアゲハ族(ジャコウアゲハ族),ジャコウアゲハ属,ジャコウアゲハ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,ウマノスズクサ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,キシタアゲハ族(ジャコウアゲハ族),ジャコウアゲハ属,ジャコウアゲハ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,オオバウマノスズクサ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,キシタアゲハ族(ジャコウアゲハ族),ジャコウアゲハ属,ジャコウアゲハ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,リュウキュウウマノスズクサ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,キシタアゲハ族(ジャコウアゲハ族),ジャコウアゲハ属,ジャコウアゲハ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,ホソバウマノスズクサ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,キシタアゲハ族(ジャコウアゲハ族),ジャコウアゲハ属,ジャコウアゲハ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,コウシュンウマノスズクサ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,コモンタイマイ,モクレン目,バンレイシ科,,,バンレイシ属,トゲバンレイシ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,コモンタイマイ,モクレン目,バンレイシ科,,,バンレイシ属,ギョウシンリ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,コモンタイマイ,モクレン目,バンレイシ科,,,バンレイシ属,バンレイシ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,コモンタイマイ,モクレン目,バンレイシ科,,,オウソウカ属,オウソウカ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,コモンタイマイ,アオイ目,アオイ科,ヘリクテレス亜科,,ドリアン属,ドリアン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,コモンタイマイ,モクレン目,バンレイシ科,,,ゴニオタラムス属,キダチオウソウカ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,コモンタイマイ,モクレン目,モクレン科,,,オガタマノキ属,トウオガタマ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,コモンタイマイ,モクレン目,モクレン科,,,モクレン属,タイサンボク
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,コモンタイマイ,モクレン目,モクレン科,,,オガタマノキ属,ギンコウボク
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,コモンタイマイ,モクレン目,モクレン科,,,オガタマノキ属,オガタマノキ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,コモンタイマイ,モクレン目,モクレン科,,,オガタマノキ属,タイワンオガタマ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,コモンタイマイ,コショウ目,コショウ科,,,コショウ属,キンマ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,タイワンタイマイ,クスノキ目,クスノキ科,,,クスノキ属(ニッケイ属),クスノキ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,ミカドアゲハ,モクレン目,バンレイシ科,,,バンレイシ属,イヌバンレイシ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,ミカドアゲハ,モクレン目,バンレイシ科,,,バンレイシ属,バンレイシ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,ミカドアゲハ,モクレン目,バンレイシ科,,,アシミナ属(ポポー属),ポポウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,ミカドアゲハ,モクレン目,モクレン科,,,オガタマノキ属,トウオガタマ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,ミカドアゲハ,モクレン目,モクレン科,,,モクレン属,タイサンボク
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,ミカドアゲハ,モクレン目,モクレン科,,,モクレン属,コブシ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,ミカドアゲハ,モクレン目,モクレン科,,,モクレン属,ホオノキ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,ミカドアゲハ,モクレン目,モクレン科,,,モクレン属,ヒメタイサンボク
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,ミカドアゲハ,モクレン目,モクレン科,,,オガタマノキ属,キンコウボク
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,ミカドアゲハ,モクレン目,モクレン科,,,オガタマノキ属,オガタマノキ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,ミカドアゲハ,モクレン目,モクレン科,,,オガタマノキ属,タイワンオガタマ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,カゴノキ属,バリバリノキ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,モクレン目,バンレイシ科,,,アシミナ属(ポポー属),ポポウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,クスノキ属(ニッケイ属),マルバヤブニッケイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,クスノキ属(ニッケイ属),クスノキ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,クスノキ属(ニッケイ属),コウチニッケイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,クスノキ属(ニッケイ属),ニッケイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,クスノキ属(ニッケイ属),ヤブニッケイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,ムクロジ目,ミカン科,,,ミカン属,ミカン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,シナクスモドキ属,シナクスモドキ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,ゲッケイジュ属,ゲッケイジュ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,クロモジ属,アブラチャン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,クロモジ属,クロモジ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,ハマビワ属,ハマビワ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,タブノキ属,タブノキ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,モクレン目,モクレン科,,,モクレン属,タイサンボク
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,モクレン目,モクレン科,,,モクレン属,コブシ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,ヤマモガシ目,アワブキ科,,,アワブキ属,ヤマビワ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,モクレン目,モクレン科,,,オガタマノキ属,オガタマノキ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,シロダモ属,イヌガシ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,クスノキ目,クスノキ科,,,シロダモ属,シロダモ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,バラ目,バラ科,ナシ亜科,,サクラ属,ヤマザクラ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,アオスジアゲハ,マメ目,マメ科,マメ亜科,インゲン連,クズ属,タイワンクズ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,モクセイアゲハ,クスノキ目,クスノキ科,,,タブノキ属,ホソバタブ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アオスジアゲハ族,アオスジアゲハ属,モクセイアゲハ,クスノキ目,クスノキ科,,,タブノキ属,ニオイタブ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,オクノカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,(カンアオイ属の不特定種)
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,タイリンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ミヤコアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ランヨウアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,フタバアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,カギガタアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,クロフネサイシン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ミチノクサイシン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ミヤマアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ソノウサイシン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,オクエゾサイシン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,キンチャクアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,サンヨウアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ユキグニカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,アツミカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,イワタカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,コシノカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,アマギカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ナンカイカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,エチゼンカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ハルザキエチゼンカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,カンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,サンインカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ナタデラカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,スズカカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,オトメカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ウスバサイシン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ヒメカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,イズミカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,キンキカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,タマノカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,クロヒメカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ヒメギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,(カンアオイ属の不特定種)
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ヒメギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ランヨウアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ヒメギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,フタバアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ヒメギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ミチノクサイシン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ヒメギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ミヤマアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ヒメギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,オクエゾサイシン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ヒメギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,コシノカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ヒメギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,カンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ヒメギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ウスバサイシン
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ヒメギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,ヒメカンアオイ
アゲハチョウ上科,アゲハチョウ科,ウスバアゲハ亜科,タイスアゲハ族,ギフチョウ属,ヒメギフチョウ,コショウ目,ウマノスズクサ科,,,カンアオイ属,タマノカンアオイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,キシタアゲハ族(ジャコウアゲハ族),ベニモンアゲハ属,ベニモンアゲハ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,ウマノスズクサ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,キシタアゲハ族(ジャコウアゲハ族),ベニモンアゲハ属,ベニモンアゲハ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,リュウキュウウマノスズクサ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,キシタアゲハ族(ジャコウアゲハ族),ベニモンアゲハ属,ベニモンアゲハ,コショウ目,ウマノスズクサ科,,,ウマノスズクサ属,コウシュンウマノスズクサ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,アパラチアオオトラフアゲハ,バラ目,バラ科,ナシ亜科,,サクラ属,アメリカクロミザクラ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),コショウ目,ウマノスズクサ科,,,カンアオイ属,ウスバサイシン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),クスノキ目,クスノキ科,,,クスノキ属(ニッケイ属),クスノキ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),ムクロジ目,ミカン科,,,ミカン属,ヒラミレモン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),ムクロジ目,ミカン科,,,ミカン属,ユズ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),ムクロジ目,ミカン科,,,ミカン属,ミカン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),ムクロジ目,ミカン科,,,ミカン属,カラタチ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),ムクロジ目,ミカン科,,,コクサギ属,コクサギ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),ムクロジ目,ミカン科,,,キハダ属,キハダ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),ムクロジ目,ミカン科,,,ヘンルーダ属,ヘンルーダ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),ムクロジ目,ミカン科,,,ミヤマシキミ属,ミヤマシキミ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),ムクロジ目,ミカン科,,,ミヤマシキミ属,ツルシキミ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),ムクロジ目,ミカン科,,,ゴシュユ属,ハマセンダン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),ムクロジ目,ミカン科,,,サンショウ属,カラスザンショウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),ムクロジ目,ミカン科,,,サンショウ属,サンショウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カラスアゲハ(八重山・台湾),ムクロジ目,ミカン科,,,サンショウ属,イヌザンショウ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カナダトラフアゲハ,ブナ目,カバノキ科,,,カバノキ属,(カバノキ属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カナダトラフアゲハ,バラ目,バラ科,ナシ亜科,ナシ連,リンゴ属,(リンゴ属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カナダトラフアゲハ,キントラノオ目,ヤナギ科,,,ヤマナラシ属,(ヤマナラシ属(ハコヤナギ属)の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カナダトラフアゲハ,キントラノオ目,ヤナギ科,,,ヤマナラシ属,(ヤマナラシ属(ハコヤナギ属)Aigeiros節の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カナダトラフアゲハ,キントラノオ目,ヤナギ科,,,ヤマナラシ属,ヤマナラシ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,カナダトラフアゲハ,バラ目,バラ科,ナシ亜科,,サクラ属,アメリカクロミザクラ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オナシモンキアゲハ,ムクロジ目,ミカン科,,,ハナシンボウギ属,ハナシンボウギ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オナシモンキアゲハ,モクレン目,モクレン科,,,オガタマノキ属,タイワンオガタマ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オナシモンキアゲハ,ムクロジ目,ミカン科,,,ゲッキツ属,ゲッキツ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オナシモンキアゲハ,ムクロジ目,ミカン科,,,サルカケミカン属,サルカケミカン
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オスジロアゲハ,ムクロジ目,ミカン科,,,Calodendrum属,(Calodendrum属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オスジロアゲハ,ムクロジ目,ミカン科,,,ミカン属,(ミカン属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オスジロアゲハ,ムクロジ目,ミカン科,,,ワンピ属,(ワンピ属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オスジロアゲハ,ムクロジ目,ミカン科,,,Teclea属,(Teclea属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オスジロアゲハ,ムクロジ目,ミカン科,,,サルカケミカン属,(サルカケミカン属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オスジロアゲハ,ムクロジ目,ミカン科,,,Vepris属,(Vepris属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オスジロアゲハ,ムクロジ目,ミカン科,,,サンショウ属,(サンショウ属の不特定種)
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オスジロアゲハ,ムクロジ目,ミカン科,,,ミカン属,ダイダイ
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オスジロアゲハ,ムクロジ目,ミカン科,,,ワンピ属,(ワンピ属の一種(Clausena anisata))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オスジロアゲハ,ムクロジ目,ミカン科,,,Teclea属,(Teclea属の一種(Teclea natalensis))
アゲハチョウ上科,アゲハチョウ科,アゲハチョウ亜科,アゲハチョウ族,アゲハチョウ属,オスジロアゲハ,ムクロジ目,ミカン科,,,Teclea属,(Teclea属の一種(Teclea nobilis))
